title,artist,objectType,place,date,mediaURLs,thumbnail
Mary Thayer Holden,"{""Artist"": ""Thomas Young, born 1765-died 1821"", ""Sitter"": ""Mary Thayer Holden""}","{""Type"": ""Painting-Miniature""}",,"{""Date"": ""ca. 1805""}",[https://ids.si.edu/ids/deliveryService?id=SAAM-1950.4.3_1],"https://ids.si.edu/ids/iiif/SAAM-1950.4.3_1/full/250,/0/default.jpg"
Mary Walsh McBlair,"{""Copy after"": ""Thomas Sully, born Horncastle, England 1783-died Philadelphia, PA 1872"", ""Sitter"": ""Mary Walsh McBlair""}","{""Type"": ""Painting-Miniature""}",,"{""Date"": ""ca. 1801-1872""}",[https://ids.si.edu/ids/deliveryService?id=SAAM-1999.27.47_1],"https://ids.si.edu/ids/iiif/SAAM-1999.27.47_1/full/250,/0/default.jpg"
Master Peters,"{""Artist"": ""Joseph Wood, born Clarkstown, NY 1778-died Washington, DC 1830"", ""Sitter"": ""Master Peters""}","{""Type"": ""Painting-Miniature""}",,"{""Date"": ""1804""}",[https://ids.si.edu/ids/deliveryService?id=SAAM-1981.32_1],"https://ids.si.edu/ids/iiif/SAAM-1981.32_1/full/250,/0/default.jpg"
Matilda Davis Williams,"{""Artist"": ""Christian Gullager, born Copenhagen, Denmark 1759-died Philadelphia, PA 1826"", ""Sitter"": ""Matilda Davis Williams""}","{""Type"": ""Painting""}",,"{""Date"": ""ca. 1791-1792""}",[https://ids.si.edu/ids/deliveryService?id=SAAM-1977.101.2_2],"https://ids.si.edu/ids/iiif/SAAM-1977.101.2_2/full/250,/0/default.jpg"
Member of the Mayfield Family,"{""Artist"": ""George Place, Irish, born Dublin, Ireland 1760 or 1775-died Lucknow, India 1805 or 1809"", ""Sitter"": ""Mayfield""}","{""Type"": ""Painting-Miniature""}",,"{""Date"": ""ca. 1805""}",[https://ids.si.edu/ids/deliveryService?id=SAAM-1953.7.4_1],"https://ids.si.edu/ids/iiif/SAAM-1953.7.4_1/full/250,/0/default.jpg"
Member of the Washington Family,"{""Artist"": ""James Peale, born Chestertown, MD 1749-died Philadelphia, PA 1831"", ""Sitter"": ""unidentified\nunidentified\nunidentified""}","{""Type"": ""Painting-Miniature""}",,"{""Date"": ""ca. 1795""}",[https://ids.si.edu/ids/deliveryService?id=SAAM-1950.10.2_1-000001],"https://ids.si.edu/ids/iiif/SAAM-1950.10.2_1-000001/full/250,/0/default.jpg"
Member of the Yates Family,"{""Artist"": ""Unidentified"", ""Sitter"": ""Yates""}","{""Type"": ""Painting-Miniature""}",,"{""Date"": ""ca. 1780""}",[https://ids.si.edu/ids/deliveryService?id=SAAM-1956.1.1_1],"https://ids.si.edu/ids/iiif/SAAM-1956.1.1_1/full/250,/0/default.jpg"
Miriam Etting Myers,"{""Artist"": ""Benjamin Trott, born Boston, MA ca. 1770-died Washington, DC 1843"", ""Sitter"": ""Miriam Etting Myers""}","{""Type"": ""Painting-Miniature""}",,"{""Date"": ""ca. 1805""}",[https://ids.si.edu/ids/deliveryService?id=SAAM-1959.5.1_1],"https://ids.si.edu/ids/iiif/SAAM-1959.5.1_1/full/250,/0/default.jpg"
Miss Kirkpatrick,"{""Artist"": ""George Romney, English, born Dalton-le-Furness, England 1734-died Kendal, England 1802"", ""Sitter"": ""Miss Kirkpatrick""}","{""Type"": ""Painting""}",,"{""Date"": ""ca. 1772""}",[https://ids.si.edu/ids/deliveryService?id=SAAM-1906.9.17_1],"https://ids.si.edu/ids/iiif/SAAM-1906.9.17_1/full/250,/0/default.jpg"
Miss Lettie Stanley,"{""Artist"": ""Unidentified"", ""Sitter"": ""Lettie Stanley""}","{""Type"": ""Painting-Miniature""}",,"{""Date"": ""ca. 1810""}",[https://ids.si.edu/ids/deliveryService?id=SAAM-1950.4.29_1],"https://ids.si.edu/ids/iiif/SAAM-1950.4.29_1/full/250,/0/default.jpg"
Mourning Locket for A. R.,"{""Artist"": ""Unidentified""}","{""Type"": ""Painting-Miniature""}",,"{""Date"": ""ca. 1780""}",[https://ids.si.edu/ids/deliveryService?id=SAAM-1938.7.1_1],"https://ids.si.edu/ids/iiif/SAAM-1938.7.1_1/full/250,/0/default.jpg"
Mourning Miniature for E. W.,"{""Artist"": ""Unidentified""}","{""Type"": ""Painting-Miniature""}",,"{""Date"": ""ca. 1800""}",[https://ids.si.edu/ids/deliveryService?id=SAAM-1980.95.3_1],"https://ids.si.edu/ids/iiif/SAAM-1980.95.3_1/full/250,/0/default.jpg"
Mourning Pin,"{""Artist"": ""Unidentified""}","{""Type"": ""Painting-Miniature""}",,"{""Date"": ""1790s""}",[https://ids.si.edu/ids/deliveryService?id=SAAM-1999.27.79_1],"https://ids.si.edu/ids/iiif/SAAM-1999.27.79_1/full/250,/0/default.jpg"
Mourning Ring for William Burnside,"{""Artist"": ""Unidentified""}","{""Type"": ""Painting-Miniature""}",,"{""Date"": ""1788""}",[https://ids.si.edu/ids/deliveryService?id=SAAM-1999.27.56_1],"https://ids.si.edu/ids/iiif/SAAM-1999.27.56_1/full/250,/0/default.jpg"
Mr. Baker,"{""Attributed to"": ""Charles H\u00e9nard, French, born Bourg-en-Bresse, France 1757-died after 1808"", ""Sitter"": ""Mr. Baker""}","{""Type"": ""Painting-Miniature""}",,"{""Date"": ""ca. 1800-1814""}",[https://ids.si.edu/ids/deliveryService?id=SAAM-1999.27.18_1],"https://ids.si.edu/ids/iiif/SAAM-1999.27.18_1/full/250,/0/default.jpg"
Mr. John Corlis,"{""Artist"": ""Edward Greene Malbone, born Newport, RI 1777-died Savannah, GA 1807"", ""Sitter"": ""John Corlis""}","{""Type"": ""Painting-Miniature""}",,"{""Date"": ""1795""}",[https://ids.si.edu/ids/deliveryService?id=SAAM-1980.29.1_1],"https://ids.si.edu/ids/iiif/SAAM-1980.29.1_1/full/250,/0/default.jpg"
Mr. Lawrence of Boston,"{""Artist"": ""Edward Greene Malbone, born Newport, RI 1777-died Savannah, GA 1807"", ""Sitter"": ""Mr. Lawrence""}","{""Type"": ""Painting-Miniature""}",,"{""Date"": ""1803""}",[https://ids.si.edu/ids/deliveryService?id=SAAM-1929.6.71_1],"https://ids.si.edu/ids/iiif/SAAM-1929.6.71_1/full/250,/0/default.jpg"
Mr. Nichol,"{""Artist"": ""John Wesley Jarvis, born South Shields, England 1780-died New York City 1840"", ""Sitter"": ""Mr. Nichol""}","{""Type"": ""Painting-Miniature""}",,"{""Date"": ""1809""}",[https://ids.si.edu/ids/deliveryService?id=SAAM-1942.2.1_1],"https://ids.si.edu/ids/iiif/SAAM-1942.2.1_1/full/250,/0/default.jpg"
Mrs. Abraham Van Santvoort of New York,"{""Artist"": ""Ezra Ames, born Framingham, MA 1768-died Albany, NY 1836"", ""Sitter"": ""Mrs. Abraham Van Santvoort""}","{""Type"": ""Painting-Miniature""}",,"{""Date"": ""ca. 1805""}",[https://ids.si.edu/ids/deliveryService?id=SAAM-1950.4.18_1],"https://ids.si.edu/ids/iiif/SAAM-1950.4.18_1/full/250,/0/default.jpg"
Mrs. Alexander Rose (Margaret Smith),"{""Artist"": ""Pierre Henri, born Paris, France ca. 1760-died NY 1822"", ""Sitter"": ""Mrs. Alexander Rose\nMargaret Smith""}","{""Type"": ""Painting-Miniature""}",,"{""Date"": ""ca. 1788""}",[https://ids.si.edu/ids/deliveryService?id=SAAM-1933.7.1_1],"https://ids.si.edu/ids/iiif/SAAM-1933.7.1_1/full/250,/0/default.jpg"
Mrs. Baker,"{""Attributed to"": ""Charles H\u00e9nard, French, born Bourg-en-Bresse, France 1757-died after 1808"", ""Sitter"": ""Mrs. Baker""}","{""Type"": ""Painting-Miniature""}",,"{""Date"": ""ca. 1800-1814""}",[https://ids.si.edu/ids/deliveryService?id=SAAM-1999.27.19_1],"https://ids.si.edu/ids/iiif/SAAM-1999.27.19_1/full/250,/0/default.jpg"
Mrs. Cornelius Baldwin (Mary Briscoe),"{""Artist"": ""Philippe Abraham Peticolas, born Meziers, France 1760-died Petersburg, VA 1841"", ""Sitter"": ""Mary Briscoe Baldwin""}","{""Type"": ""Painting-Miniature""}",,"{""Date"": ""1797""}",[https://ids.si.edu/ids/deliveryService?id=SAAM-1943.3.2_1],"https://ids.si.edu/ids/iiif/SAAM-1943.3.2_1/full/250,/0/default.jpg"
Mrs. Elizabeth Pollock Hartigan,"{""Artist"": ""Walter Robertson, Irish, born Dublin, Ireland ca. 1750-died Fatehpur, India 1801/02"", ""Sitter"": ""Mrs. Elizabeth Pollock Hartigan""}","{""Type"": ""Painting-Miniature""}",,"{""Date"": ""1795""}",[https://ids.si.edu/ids/deliveryService?id=SAAM-1956.1.4_1],"https://ids.si.edu/ids/iiif/SAAM-1956.1.4_1/full/250,/0/default.jpg"
Mrs. Fenno Knight (née du Clois),"{""Artist"": ""Unidentified (French)"", ""Sitter"": ""Mrs. Fenno Knight""}","{""Type"": ""Painting-Miniature""}",,"{""Date"": ""1799""}",[https://ids.si.edu/ids/deliveryService?id=SAAM-1931.5.1_1],"https://ids.si.edu/ids/iiif/SAAM-1931.5.1_1/full/250,/0/default.jpg"
Mrs. George Willig,"{""Artist"": ""Philippe Abraham Peticolas, born Meziers, France 1760-died Petersburg, VA 1841"", ""Sitter"": ""Mrs. George Willig""}","{""Type"": ""Painting-Miniature""}",,"{""Date"": ""1804""}",[https://ids.si.edu/ids/deliveryService?id=SAAM-1959.9.2_1],"https://ids.si.edu/ids/iiif/SAAM-1959.9.2_1/full/250,/0/default.jpg"
Mrs. James Smith and Grandson,"{""Artist"": ""Charles Willson Peale, born Queen Anne's County, MD 1741-died Philadelphia, PA 1827"", ""Sitter"": ""Mrs. James Smith\nMrs. James Smith\nCampbell Smith""}","{""Type"": ""Painting""}",,"{""Date"": ""1776""}",[https://ids.si.edu/ids/deliveryService?id=SAAM-1980.93_1],"https://ids.si.edu/ids/iiif/SAAM-1980.93_1/full/250,/0/default.jpg"
Mrs. John Corlis (Susannah Condé Russell),"{""Artist"": ""Edward Greene Malbone, born Newport, RI 1777-died Savannah, GA 1807"", ""Sitter"": ""Mrs. John Corlis""}","{""Type"": ""Painting-Miniature""}",,"{""Date"": ""1795""}",[https://ids.si.edu/ids/deliveryService?id=SAAM-1980.29.2_1],"https://ids.si.edu/ids/iiif/SAAM-1980.29.2_1/full/250,/0/default.jpg"
Mrs. John McCluney,"{""Artist"": ""James Peale, born Chestertown, MD 1749-died Philadelphia, PA 1831"", ""Sitter"": ""Mrs. John Mc Cluney""}","{""Type"": ""Painting-Miniature""}",,"{""Date"": ""ca. 1795""}",[https://ids.si.edu/ids/deliveryService?id=SAAM-1950.12.3_1],"https://ids.si.edu/ids/iiif/SAAM-1950.12.3_1/full/250,/0/default.jpg"
Mrs. Joseph Manigault (Charlotte Drayton),"{""Artist"": ""Edward Greene Malbone, born Newport, RI 1777-died Savannah, GA 1807"", ""Sitter"": ""Mrs. Joseph Manigault\nCharlotte Drayton""}","{""Type"": ""Painting-Miniature""}",,"{""Date"": ""ca. 1801""}",[https://ids.si.edu/ids/deliveryService?id=SAAM-1970.296_1],"https://ids.si.edu/ids/iiif/SAAM-1970.296_1/full/250,/0/default.jpg"
Mrs. Joseph Wright,"{""Artist"": ""Ralph Earl, born Worcester County, MA 1751-died Bolton, CT 1801"", ""Sitter"": ""Mrs. Joseph Wright\nHannah Wright""}","{""Type"": ""Painting""}",,"{""Date"": ""1792""}",[https://ids.si.edu/ids/deliveryService?id=SAAM-1975.49.2_1],"https://ids.si.edu/ids/iiif/SAAM-1975.49.2_1/full/250,/0/default.jpg"
Mrs. Philip John Schuyler (Catherine van Rensselaer),"{""Artist"": ""Walter Robertson, Irish, born Dublin, Ireland ca. 1750-died Fatehpur, India 1801/02"", ""Sitter"": ""Mrs. Philip van Rensselaer Schuyler\nMrs. Philip van Rensselaer Schuyler""}","{""Type"": ""Painting-Miniature""}",,"{""Date"": ""ca. 1795""}",[https://ids.si.edu/ids/deliveryService?id=SAAM-1999.27.43_1],"https://ids.si.edu/ids/iiif/SAAM-1999.27.43_1/full/250,/0/default.jpg"
Mrs. Richard Alsop,"{""Artist"": ""Ralph Earl, born Worcester County, MA 1751-died Bolton, CT 1801"", ""Sitter"": ""Mary Alsop\nMrs. Richard Alsop""}","{""Type"": ""Painting""}",,"{""Date"": ""1792""}",[https://ids.si.edu/ids/deliveryService?id=SAAM-1975.49.1_1],"https://ids.si.edu/ids/iiif/SAAM-1975.49.1_1/full/250,/0/default.jpg"
Mrs. Richard Yates,"{""Artist"": ""Unidentified"", ""Sitter"": ""Mrs. Richard Yates\nCatherine Brass""}","{""Type"": ""Painting-Miniature""}",,"{""Date"": ""ca. 1790""}",[https://ids.si.edu/ids/deliveryService?id=SAAM-1956.1.2_1],"https://ids.si.edu/ids/iiif/SAAM-1956.1.2_1/full/250,/0/default.jpg"
Mrs. Thomas Wilson,"{""Artist"": ""Charles Robertson, Irish, born Dublin, Ireland 1759-died Dublin, Ireland 1821"", ""Sitter"": ""Mrs. Thomas Wilson""}","{""Type"": ""Painting-Miniature""}",,"{""Date"": ""ca. 1800""}",[https://ids.si.edu/ids/deliveryService?id=SAAM-1944.7.5_1],"https://ids.si.edu/ids/iiif/SAAM-1944.7.5_1/full/250,/0/default.jpg"
Mrs. William Boswell Lamb (Margaret Stuart Kerr),"{""Artist"": ""Unidentified"", ""Sitter"": ""Margaret Lamb\nMrs. R. William Lamb""}","{""Type"": ""Painting-Miniature""}",,"{""Date"": ""ca. 1795""}",[https://ids.si.edu/ids/deliveryService?id=SAAM-1980.126.5_1],"https://ids.si.edu/ids/iiif/SAAM-1980.126.5_1/full/250,/0/default.jpg"
Nuestra Señora de Belén,"{""Artist"": ""Jos\u00e9 Campeche y Jord\u00e1n, born San Juan, Puerto Rico 1751-died San Juan, Puerto Rico 1809""}","{""Type"": ""Painting""}",,"{""Date"": ""late 18th century""}",[https://ids.si.edu/ids/deliveryService?id=SAAM-1996.91.7_1],"https://ids.si.edu/ids/iiif/SAAM-1996.91.7_1/full/250,/0/default.jpg"
Nur Jahan,"{""Artist"": ""Unidentified"", ""Sitter"": ""Nur Jahan""}","{""Type"": ""Painting""}",,"{""Date"": ""ca. 1770""}",[https://ids.si.edu/ids/deliveryService?id=SAAM-1929.8.352_1],"https://ids.si.edu/ids/iiif/SAAM-1929.8.352_1/full/250,/0/default.jpg"
Our Lady of Guadalupe,"{""Artist"": ""Pedro Antonio Fresqu\u00eds, born 1749-died 1831""}","{""Type"": ""Painting\nFolk Art""}",,"{""Date"": ""ca. 1780-1830""}",[https://ids.si.edu/ids/deliveryService?id=SAAM-1986.65.113_1],"https://ids.si.edu/ids/iiif/SAAM-1986.65.113_1/full/250,/0/default.jpg"
Patience Lovell Wright,"{""Attribution"": ""Robert Edge Pine, c. 1730 - 1788"", ""Former attribution"": ""John Hoppner, 1758 - 1810"", ""Sitter"": ""Patience Lovell Wright, 1725 - 23 Mar 1786""}","{""Type"": ""Painting""}",,"{""Date"": ""c. 1782""}",[https://ids.si.edu/ids/deliveryService?id=NPG-8600336A_1],"https://ids.si.edu/ids/iiif/NPG-8600336A_1/full/250,/0/default.jpg"
Peter Boylston Adams?,"{""Artist"": ""John Singleton Copley, born Boston, MA 1738-died 1815 London, England"", ""Sitter"": ""Peter Boylston Adams""}","{""Type"": ""Painting-Miniature""}",,"{""Date"": ""ca. 1765-1770""}",[https://ids.si.edu/ids/deliveryService?id=SAAM-1999.27.7_1],"https://ids.si.edu/ids/iiif/SAAM-1999.27.7_1/full/250,/0/default.jpg"
Portrait of Adelia Ellender,"{""Artist"": ""Joshua Johnson, born Baltimore County, MD ca.1763-died Ann Arundel County, MD ca. 1825"", ""Sitter"": ""Adelia Ellender""}","{""Type"": ""Painting\nFolk Art""}",,"{""Date"": ""ca. 1803-1805""}",[https://ids.si.edu/ids/deliveryService?id=SAAM-1983.95.55_1],"https://ids.si.edu/ids/iiif/SAAM-1983.95.55_1/full/250,/0/default.jpg"
Portrait of Edward Shippen Burd of Philadelphia,"{""Artist"": ""Rembrandt Peale, born PA 1778-died Philadelphia, PA 1860"", ""Sitter"": ""Edward Shippen Burd""}","{""Type"": ""Painting""}",,"{""Date"": ""ca. 1806-1808""}",[https://ids.si.edu/ids/deliveryService?id=SAAM-1971.3_1],"https://ids.si.edu/ids/iiif/SAAM-1971.3_1/full/250,/0/default.jpg"
Portrait of General Giles,"{""Artist"": ""Joseph Wright, born Bordentown, NJ 1756-died Philadelphia, PA 1793"", ""Sitter"": ""General Giles""}","{""Type"": ""Painting""}",,"{""Date"": ""ca. 1785""}",[https://ids.si.edu/ids/deliveryService?id=SAAM-1975.75_1],"https://ids.si.edu/ids/iiif/SAAM-1975.75_1/full/250,/0/default.jpg"
Portrait of Martha Washington by John Trumbull,"{""depicted"": ""Washington, Martha"", ""maker"": ""Trumbull, John""}","{""Object Name"": ""painting, portrait"", ""Object Type"": ""paintings""}",,"{""Date made"": ""circa 1793""}","[https://ids.si.edu/ids/deliveryService?id=NMAH-89-6826, https://ids.si.edu/ids/deliveryService?id=NMAH-89-6828, https://ids.si.edu/ids/deliveryService?id=SIA-89-6826]","https://ids.si.edu/ids/iiif/NMAH-89-6826/full/250,/0/default.jpg"
Portrait of Mrs. Barbara Baker Murphy (Wife of Sea Captain),"{""Artist"": ""Joshua Johnson, born Baltimore County, MD ca.1763-died Ann Arundel County, MD ca. 1825"", ""Sitter"": ""Barbara Baker Murphy""}","{""Type"": ""Painting\nFolk Art""}",,"{""Date"": ""ca. 1810""}",[https://ids.si.edu/ids/deliveryService?id=SAAM-1983.95.56_1],"https://ids.si.edu/ids/iiif/SAAM-1983.95.56_1/full/250,/0/default.jpg"
Portrait of Mrs. Robert Kermit,"{""Attributed to"": ""James Earl, born Paxton, MA 1761-died Charleston, SC 1796"", ""Sitter"": ""Mrs. Robert Kermit""}","{""Type"": ""Painting""}",,"{""Date"": ""ca. 1790""}",[https://ids.si.edu/ids/deliveryService?id=SAAM-1970.76_1],"https://ids.si.edu/ids/iiif/SAAM-1970.76_1/full/250,/0/default.jpg"
Portrait of Sea Captain John Murphy,"{""Artist"": ""Joshua Johnson, born Baltimore County, MD ca.1763-died Ann Arundel County, MD ca. 1825"", ""Sitter"": ""John Murphy""}","{""Type"": ""Painting\nFolk Art""}",,"{""Date"": ""ca. 1810""}",[https://ids.si.edu/ids/deliveryService?id=SAAM-1983.95.57_1],"https://ids.si.edu/ids/iiif/SAAM-1983.95.57_1/full/250,/0/default.jpg"
Portrait of a Baby Boy,"{""Artist"": ""Unidentified"", ""Sitter"": ""unidentified\nunidentified""}","{""Type"": ""Painting-Miniature""}",,"{""Date"": ""ca. 1805""}",[https://ids.si.edu/ids/deliveryService?id=SAAM-1999.27.59.2_1],"https://ids.si.edu/ids/iiif/SAAM-1999.27.59.2_1/full/250,/0/default.jpg"
Portrait of a Boy,"{""Artist"": ""Unidentified (Italian)"", ""Sitter"": ""unidentified""}","{""Type"": ""Painting""}",,"{""Date"": ""ca. 1800""}",[https://ids.si.edu/ids/deliveryService?id=SAAM-1956.11.41_1],"https://ids.si.edu/ids/iiif/SAAM-1956.11.41_1/full/250,/0/default.jpg"
Portrait of a Child,"{""Artist"": ""Raphaelle Peale, born Annapolis, MD 1774-died Philadelphia, PA 1825"", ""Sitter"": ""unidentified\nunidentified""}","{""Type"": ""Painting-Miniature""}",,"{""Date"": ""ca. 1800""}",[https://ids.si.edu/ids/deliveryService?id=SAAM-1963.9.5_1],"https://ids.si.edu/ids/iiif/SAAM-1963.9.5_1/full/250,/0/default.jpg"
Portrait of a Connecticut Clockmaker,"{""Attributed to"": ""Ralph Earl, born Worcester County, MA 1751-died Bolton, CT 1801"", ""Sitter"": ""unidentified""}","{""Type"": ""Painting""}",,"{""Date"": ""ca. 1800""}",[https://ids.si.edu/ids/deliveryService?id=SAAM-1967.136.2_1],"https://ids.si.edu/ids/iiif/SAAM-1967.136.2_1/full/250,/0/default.jpg"
Portrait of a Connecticut Clockmaker's Wife,"{""Attributed to"": ""Ralph Earl, born Worcester County, MA 1751-died Bolton, CT 1801"", ""Sitter"": ""unidentified""}","{""Type"": ""Painting""}",,"{""Date"": ""ca. 1800""}",[https://ids.si.edu/ids/deliveryService?id=SAAM-1967.136.3_1],"https://ids.si.edu/ids/iiif/SAAM-1967.136.3_1/full/250,/0/default.jpg"
Portrait of a Gentleman,"{""Artist"": ""Unidentified (British)"", ""Sitter"": ""unidentified""}","{""Type"": ""Painting""}",,"{""Date"": ""ca. 1800""}",[https://ids.si.edu/ids/deliveryService?id=SAAM-1956.11.42_1],"https://ids.si.edu/ids/iiif/SAAM-1956.11.42_1/full/250,/0/default.jpg"
Portrait of a Gentleman,"{""Artist"": ""Unidentified"", ""Sitter"": ""unidentified""}","{""Type"": ""Painting-Miniature""}",,"{""Date"": ""ca. 1780-1790""}",[https://ids.si.edu/ids/deliveryService?id=SAAM-1999.27.34_1],"https://ids.si.edu/ids/iiif/SAAM-1999.27.34_1/full/250,/0/default.jpg"
Portrait of a Gentleman,"{""Artist"": ""Unidentified"", ""Sitter"": ""unidentified""}","{""Type"": ""Painting-Miniature""}",,"{""Date"": ""ca. 1805""}",[https://ids.si.edu/ids/deliveryService?id=SAAM-1979.152_1],"https://ids.si.edu/ids/iiif/SAAM-1979.152_1/full/250,/0/default.jpg"
Portrait of a Gentleman,"{""Artist"": ""Raphaelle Peale, born Annapolis, MD 1774-died Philadelphia, PA 1825"", ""Sitter"": ""unidentified""}","{""Type"": ""Painting-Miniature""}",,"{""Date"": ""ca. 1805""}",[https://ids.si.edu/ids/deliveryService?id=SAAM-1950.4.6_1],"https://ids.si.edu/ids/iiif/SAAM-1950.4.6_1/full/250,/0/default.jpg"
Portrait of a Gentleman,"{""Artist"": ""James Peale, born Chestertown, MD 1749-died Philadelphia, PA 1831"", ""Sitter"": ""unidentified""}","{""Type"": ""Painting-Miniature""}",,"{""Date"": ""1800""}",[https://ids.si.edu/ids/deliveryService?id=SAAM-1999.27.37_1],"https://ids.si.edu/ids/iiif/SAAM-1999.27.37_1/full/250,/0/default.jpg"
Portrait of a Gentleman,"{""Artist"": ""Henry Benbridge, born Philadelphia, PA 1743-died Philadelphia, PA 1812"", ""Sitter"": ""unidentified""}","{""Type"": ""Painting-Miniature""}",,"{""Date"": ""ca. 1795""}",[https://ids.si.edu/ids/deliveryService?id=SAAM-1999.27.45_1],"https://ids.si.edu/ids/iiif/SAAM-1999.27.45_1/full/250,/0/default.jpg"
Portrait of a Gentleman,"{""Artist"": ""Unidentified"", ""Sitter"": ""unidentified""}","{""Type"": ""Painting-Miniature""}",,"{""Date"": ""ca. 1790""}",[https://ids.si.edu/ids/deliveryService?id=SAAM-1975.5_1],"https://ids.si.edu/ids/iiif/SAAM-1975.5_1/full/250,/0/default.jpg"
Portrait of a Gentleman,"{""Artist"": ""Walter Robertson, Irish, born Dublin, Ireland ca. 1750-died Fatehpur, India 1801/02"", ""Sitter"": ""unidentified""}","{""Type"": ""Painting-Miniature""}",,"{""Date"": ""ca. 1796""}",[https://ids.si.edu/ids/deliveryService?id=SAAM-1936.6.1_1],"https://ids.si.edu/ids/iiif/SAAM-1936.6.1_1/full/250,/0/default.jpg"
Portrait of a Gentleman,"{""Artist"": ""Unidentified (Puerto Rican)"", ""Sitter"": ""unidentified""}","{""Type"": ""Painting-Miniature""}",,"{""Date"": ""ca. 1810""}",[https://ids.si.edu/ids/deliveryService?id=SAAM-1996.91.27_1],"https://ids.si.edu/ids/iiif/SAAM-1996.91.27_1/full/250,/0/default.jpg"
Portrait of a Gentleman,"{""Artist"": ""Unidentified"", ""Sitter"": ""unidentified""}","{""Type"": ""Painting-Miniature""}",,"{""Date"": ""ca. 1800""}",[https://ids.si.edu/ids/deliveryService?id=SAAM-1999.27.78_1],"https://ids.si.edu/ids/iiif/SAAM-1999.27.78_1/full/250,/0/default.jpg"
Portrait of a Gentleman,"{""Artist"": ""P. E. Stro\u00ebhling, Russian, born Dusseldorf, Germany 1768-died London, England ca. 1826"", ""Sitter"": ""unidentified""}","{""Type"": ""Painting-Miniature""}",,"{""Date"": ""ca. 1800""}",[https://ids.si.edu/ids/deliveryService?id=SAAM-1946.9.3_1],"https://ids.si.edu/ids/iiif/SAAM-1946.9.3_1/full/250,/0/default.jpg"
Portrait of a Gentleman,"{""Artist"": ""John Trumbull, born Lebanon, CT 1756-died New York City 1843"", ""Sitter"": ""unidentified""}","{""Type"": ""Painting-Miniature""}",,"{""Date"": ""ca. 1790""}",[https://ids.si.edu/ids/deliveryService?id=SAAM-1984.64_1],"https://ids.si.edu/ids/iiif/SAAM-1984.64_1/full/250,/0/default.jpg"
Portrait of a Gentleman,"{""Artist"": ""Unidentified"", ""Sitter"": ""unidentified""}","{""Type"": ""Painting-Miniature""}",,"{""Date"": ""ca. 1805""}",[https://ids.si.edu/ids/deliveryService?id=SAAM-1999.27.59.1_1],"https://ids.si.edu/ids/iiif/SAAM-1999.27.59.1_1/full/250,/0/default.jpg"
Portrait of a Gentleman,"{""Artist"": ""Alexander Robertson, born Aberdeen, Scotland-died New York City 1841"", ""Sitter"": ""unidentified""}","{""Type"": ""Painting-Miniature""}",,"{""Date"": ""ca. 1795""}",[https://ids.si.edu/ids/deliveryService?id=SAAM-1942.10.3_1],"https://ids.si.edu/ids/iiif/SAAM-1942.10.3_1/full/250,/0/default.jpg"
Portrait of a Gentleman,"{""Artist"": ""James Peale, born Chestertown, MD 1749-died Philadelphia, PA 1831"", ""Sitter"": ""unidentified""}","{""Type"": ""Painting-Miniature""}",,"{""Date"": ""1789""}",[https://ids.si.edu/ids/deliveryService?id=SAAM-1999.27.36_1],"https://ids.si.edu/ids/iiif/SAAM-1999.27.36_1/full/250,/0/default.jpg"
Portrait of a Gentleman,"{""Artist"": ""James Peale, born Chestertown, MD 1749-died Philadelphia, PA 1831"", ""Sitter"": ""unidentified""}","{""Type"": ""Painting-Miniature""}",,"{""Date"": ""1793""}",[https://ids.si.edu/ids/deliveryService?id=SAAM-2012.21_1],"https://ids.si.edu/ids/iiif/SAAM-2012.21_1/full/250,/0/default.jpg"
Portrait of a Gentleman,"{""Artist"": ""Unidentified"", ""Sitter"": ""unidentified""}","{""Type"": ""Painting-Miniature""}",,"{""Date"": ""ca. 1795""}",[https://ids.si.edu/ids/deliveryService?id=SAAM-1959.7.22_1],"https://ids.si.edu/ids/iiif/SAAM-1959.7.22_1/full/250,/0/default.jpg"
Portrait of a Gentleman with Initials A.S.N.,"{""Artist"": ""Jean Francois De Vallee, active 1794-1828"", ""Sitter"": ""unidentified""}","{""Type"": ""Painting-Miniature""}",,"{""Date"": ""ca. 1805""}",[https://ids.si.edu/ids/deliveryService?id=SAAM-1941.5.1_1],"https://ids.si.edu/ids/iiif/SAAM-1941.5.1_1/full/250,/0/default.jpg"
Portrait of a Gentleman with Initials C. B.,"{""Artist"": ""Unidentified"", ""Sitter"": ""unidentified""}","{""Type"": ""Painting-Miniature""}",,"{""Date"": ""ca. 1795""}",[https://ids.si.edu/ids/deliveryService?id=SAAM-1980.95.2_1],"https://ids.si.edu/ids/iiif/SAAM-1980.95.2_1/full/250,/0/default.jpg"
Portrait of a Gentleman with Initials G. D.,"{""Artist"": ""Raphaelle Peale, born Annapolis, MD 1774-died Philadelphia, PA 1825"", ""Sitter"": ""G. D.""}","{""Type"": ""Painting-Miniature""}",,"{""Date"": ""ca. 1805""}",[https://ids.si.edu/ids/deliveryService?id=SAAM-1942.7.2_1],"https://ids.si.edu/ids/iiif/SAAM-1942.7.2_1/full/250,/0/default.jpg"
